0.9861,1.3701,1.1058,0.2213,0.9893,0.4595,1.5226,1.5605,7.4137,0.9589,0.2022,1.4806,0.2022,0.5579,1.0107,1.2511,0.2022,0.2022,0.2022,0.4479,4.5061,0.5575,0.3186,0.3621,1.3208,0.8773,4.1037,0.3785,3.3261,1.3387,2.2142,0.2022,0.2953,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022,0.2022
1.1718,1.8539,1.8064,0.6484,1.7363,1.6671,1.4928,1.3426,5.4602,2.4204,0.6011,2.7873,1.1099,0.9077,1.7326,2.6196,0.3313,1.3014,1.0409,0.9591,3.6672,1.1226,0.819,0.818,1.3517,1.2182,2.0057,1.5995,1.6279,2.0481,2.2925,0.0918,0.7184,0.3817,0.617,0.0918,0.0918,0.2716,0.3446,0.0918,0.5797,0.1252,0.2349,0.2352,0.0918,0.166,0.2068,0.1369,0.0918,0.0918,0.13,1.3607,0.484,0.1843,0.0918,0.4665,0.26,0.0918,0.0918
0.457,0.868,1,0.3843,1.5616,2.768,0.5778,1.1278,3.1819,1.7961,1.2156,3.0495,1.3514,0.8059,2.0414,7.6875,0.3187,2.5595,0.7092,1.0533,3.014,0.9797,0.6186,0.5851,0.8479,1.2299,1.2885,3.358,0.8167,2.6464,2.1386,0.2397,0.7933,0.2397,0.7779,0.2397,0.2397,0.2869,0.5539,0.2397,1.5982,0.2397,0.3976,0.436,0.2397,0.2397,0.4786,0.2397,0.2397,0.2397,0.2397,3.643,0.9533,0.2397,0.2397,1.4758,0.2397,0.2397,0.2397
0.181,0.6913,0.3628,0.181,1.6508,0.3332,1,0.6699,2.1388,0.4907,0.181,0.6079,0.181,0.5368,1.7819,0.181,0.4092,1.0855,1.516,1.2229,4.0625,1.1264,1.1697,0.4821,0.8566,1.1129,2.8137,0.9381,1.825,2.2875,5.2229,0.181,0.2956,0.181,0.3178,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181
1.2004,1.3021,1.2102,0.5476,1.7153,1.4439,1.133,1.1666,4.0739,1.5058,0.4128,1.897,0.7048,0.8809,1.5242,2.9071,0.3825,1.0163,0.713,0.9164,3.7517,0.6997,0.9259,0.4755,1.243,0.9837,1.9554,1.2218,1.8211,2.065,1.9629,0.1263,0.5097,0.1335,0.3894,0.1263,0.1263,0.1699,0.2395,0.1263,0.3742,0.1263,0.1263,0.1263,0.1263,0.1263,0.1263,0.1263,0.1263,0.1263,0.1434,1.2332,0.3505,0.1263,0.1263,0.1263,0.3057,0.1263,0.1263
0.216,0.216,0.493,0.216,1.2927,0.7926,0.216,0.4131,1.087,0.216,0.216,1.142,0.4295,0.5908,1.7777,3.1612,0.216,1.4725,0.3004,1,3.8767,0.4169,0.5865,0.216,0.216,0.216,1.0942,1.7799,0.9977,2.2668,2.6932,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.4582,0.216,0.2392,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,1.7362,0.216,0.216,0.216,0.216,0.216,0.216,0.216
0.511,1.0179,1.1345,0.2603,2.1018,0.2631,1.165,1.1723,0.972,0.2246,0.0637,0.8638,0.1616,1.1469,2.9508,1.6839,0.5426,1.0708,1.9723,2.7653,4.1268,1.876,1.8568,0.7916,1.3664,1.3356,5.399,1.6254,2.2422,5.321,6.9519,0.0637,1,0.6201,0.6457,0.0637,0.0637,0.1272,0.1712,0.0637,0.2066,0.0637,0.0637,0.0637,0.0637,0.1192,0.0637,0.1718,0.0637,0.0637,0.0637,0.0637,0.0637,0.0924,0.1529,0.0637,0.2634,0.0973,0.0637
0.3222,0.4739,0.2694,0.1318,1.7359,0.179,0.8697,1.3077,1.0959,0.2875,0.1314,0.6693,0.1314,0.657,1.7625,1.0851,0.1314,0.4489,1.1627,2.3663,2.866,1.2651,2.2504,0.9172,0.6215,1,2.9059,1.6169,2.5295,2.87,5.0833,0.1314,0.4046,0.1314,0.5327,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314
0.8788,1.3727,1.2008,0.3908,5.9045,1.3815,3.0845,2.7978,3.0248,1,0.3118,2.0762,0.2241,1.972,5.5457,4.778,2.5641,5.0277,6.2049,5.7601,9.5201,4.2477,5.6194,2.2718,3.5515,4.3644,6.7837,5.1725,7.1583,7.964,15.1393,0.0704,1.6263,1.232,1.6123,0.0709,0.0589,0.1269,0.2675,0.0929,0.3421,0.081,0.0585,0.2602,0.0251,0.1606,0.2443,0.2624,0.0942,0.1149,0.1899,0.1655,0.1947,0.125,0.3883,0.5881,0.4635,0.0181,0.0118
0.1907,0.1907,0.1907,0.1907,2.0946,0.1959,1,0.6906,0.9514,0.2993,0.1907,0.2488,0.1907,0.5504,1.7293,1.5177,0.5002,0.3336,1.3312,1.7806,1.9752,1.316,2.0161,1.1691,0.8377,0.6517,2.0884,1.2823,2.7952,2.7196,5.5379,0.1907,0.3724,0.2967,0.2832,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907,0.1907
0.1196,3.3979,4.4366,1.8523,2.4876,1.9522,2.6769,1.3305,2.3925,0.8216,0.3642,1.6184,1.6779,0.7177,2.5054,0.1196,1.2844,0.8237,0.5743,1.3728,1.1022,1.8784,1.2142,0.1196,0.6493,0.5973,1.2758,1.2346,0.1196,1.699,1.488,0.6309,0.6084,0.5775,1.3856,0.1196,0.4325,0.8978,0.3507,0.7725,0.8645,0.2794,0.1196,0.1196,0.1196,0.4109,0.1196,0.6907,0.1196,0.1196,0.1196,0.3736,0.3766,0.1196,0.1196,0.1196,0.1196,0.1196,0.1196
0.2777,0.469,0.8668,0.2777,1.0187,0.2777,0.8417,0.8507,0.9813,0.2777,0.2777,0.6533,0.2777,0.6665,1.3127,0.7379,0.2777,0.4871,1.5778,1.0662,2.6193,1.0641,1.3694,0.5045,1.1285,0.5541,4.2354,1.0407,1.533,1.9851,4.5117,0.2777,0.4312,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777,0.2777
1.1861,3.2301,7.2918,0.9623,2.5209,2.0427,1.4109,2.3838,2.5986,1.4285,0.9789,0.9793,1.3659,0.4993,2.8059,0.7992,5.0663,0.7186,2.4829,2.1522,3.9756,0.8915,2.763,0.5636,0.1516,0.3067,3.636,1.6142,0.8731,1,1.7426,1.1173,0.3601,0.1516,0.1516,0.1516,0.1516,0.1516,0.4444,0.1516,0.9757,0.6407,0.1516,0.3828,0.1516,0.1516,0.1516,0.1516,0.1516,0.3608,0.3663,0.1516,0.1516,0.1516,0.5187,0.6074,0.1516,0.1516,0.1516
1.0562,2.0604,1.9473,0.5553,4.8802,1,2.5479,3.189,2.7327,0.7083,0.2053,3.1886,0.549,2.1702,6.9383,2.8133,1.1305,2.2456,4.5156,4.2724,9.3531,3.095,3.5299,1.7294,2.1961,2.6792,9.9603,4.2266,4.3271,11.2167,12.9209,0.0813,1.5208,1.7211,1.4637,0.1146,0.1169,0.1822,0.4779,0.1068,0.6411,0.0822,0.1016,0.3828,0.0319,0.2525,0.11,0.2591,0.0836,0.0916,0.1175,0.0994,0.2499,0.1417,0.2338,0.4668,0.4911,0.1686,0.0121
0.4186,0.6155,0.7134,0.2269,3.564,0.3926,1.298,1.259,0.7765,0.7531,0.097,0.7845,0.2235,0.8667,4.165,2.483,0.5948,1.1288,2.6684,3.0841,5.6,1.6228,1.905,0.4325,1.2331,1.5974,4.1968,1.6775,2.9506,5.719,8.5087,0.097,0.8712,0.5155,0.7901,0.097,0.097,0.097,0.097,0.097,0.1976,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.1254,0.097,0.097,0.097,0.097,0.097,0.097
0.6658,0.6096,1.2731,0.4301,1.2858,0.607,1.8203,1.0411,1.5885,0.4301,0.4301,1.1545,0.4301,0.9589,1.9697,2.1744,0.4301,0.4301,0.8978,0.7069,2.3798,0.6068,0.813,0.4807,0.4301,0.7987,1.798,0.4301,1.7418,2.4422,2.4033,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.5516,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301
